name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,selling_price
Honda,2014.0,60000.0,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,109.0,5,4500.0,334813.0832650042
Chevrolet,2011.0,100000.0,Diesel,Individual,Manual,First Owner,18.3,1991,147.9,327.0,5,2600.0,769485.7620990915
Renault,2013.0,75010.0,Diesel,Dealer,Automatic,First Owner,13.73,1995,148.0,320.0,5,2000.0,1109979.1860284093
Tata,2013.0,110000.0,Diesel,Individual,Manual,Second Owner,13.7,2179,138.1,320.0,7,2700.0,724673.8610950579
Hyundai,2017.0,60000.0,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7,5,2750.0,670310.7554299673
Volvo,2019.0,20000.0,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5,3000.0,3420042.926012979
Mahindra,2011.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523,63.0,180.0,7,1500.0,305869.3854693782
Maruti,2020.0,5000.0,Petrol,Individual,Manual,First Owner,22.05,796,47.3,69.0,5,3500.0,493205.72432681033
Hyundai,2012.0,80000.0,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,77387.89264813974
Maruti,2008.0,100000.0,Petrol,Individual,Manual,Third Owner,17.3,1061,64.0,8.6,5,3500.0,25654.183877018513
Audi,2013.0,35000.0,Diesel,Individual,Automatic,Second Owner,17.68,1968,174.33,380.0,5,2500.0,1979558.0518934205
Maruti,2016.0,54000.0,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,200.0,7,1750.0,652163.8930389391
Mahindra,2017.0,120000.0,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,688695.4136330686
Mercedes-Benz,2010.0,35000.0,Petrol,Individual,Automatic,Second Owner,10.93,2497,204.0,245.0,5,5000.0,2041878.750314149
Hyundai,2017.0,8000.0,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,360235.9497792589
Honda,2016.0,80000.0,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200.0,5,1750.0,694581.0543721571
Hyundai,2019.0,15000.0,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5,4850.0,857688.4007633069
Hyundai,2011.0,70000.0,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,124.6,5,3500.0,417219.9823882708
Skoda,2012.0,116000.0,Petrol,Individual,Manual,First Owner,15.0,1598,103.5,153.0,5,3800.0,439382.77778313484
Maruti,2014.0,40000.0,Petrol,Individual,Manual,First Owner,19.0,998,66.1,90.0,5,3500.0,381830.5847706875
Tata,2012.0,120000.0,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,135.0,5,2500.0,152074.45338181406
Hyundai,2017.0,41000.0,Diesel,Dealer,Manual,First Owner,20.5,1582,126.2,259.87,5,3000.0,983121.2074776468
Hyundai,2016.0,49900.0,Petrol,Dealer,Manual,First Owner,16.3,1797,147.5,177.5,5,4700.0,978546.3964639629
Maruti,2015.0,80000.0,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,2000.0,555723.7213919652
Ford,2019.0,10000.0,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5,4250.0,671067.7600497296
Hyundai,2017.0,32331.0,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5,2750.0,626715.0549827423
Toyota,2013.0,79328.0,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,3600.0,830886.9957861254
Nissan,2014.0,26000.0,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,104.0,5,4400.0,434587.53601735283
Mahindra,2017.0,60000.0,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,247.0,6,2000.0,792047.604790216
Maruti,2019.0,7500.0,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5,4200.0,770386.4081235775
Toyota,2015.0,170000.0,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,7,3400.0,909098.5507766284
Hyundai,2014.0,100000.0,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,4500.0,280143.00690045394
Toyota,2015.0,50000.0,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200.0,8,3600.0,964289.2720461076
Hyundai,2015.0,126000.0,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,219.66,5,2750.0,561184.7922294934
Hyundai,2009.0,214000.0,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,14.9,5,3000.0,223770.07923027524
Honda,2014.0,110000.0,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200.0,5,1750.0,545768.5837660332
Hyundai,2009.0,56000.0,Petrol,Dealer,Manual,Second Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,317207.7112354317
Maruti,2009.0,70000.0,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5,3000.0,20651.115307068685
Tata,2018.0,35000.0,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114.0,5,3500.0,511863.0210822541
Maruti,2018.0,5000.0,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113.0,5,4200.0,631246.1560588725
Maruti,2005.0,140000.0,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,3500.0,-59455.74017068953
Mahindra,2003.0,120000.0,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,290.0,7,2800.0,292243.54104091437
Maruti,2017.0,55000.0,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5,4000.0,586032.4224996364
Honda,2009.0,105000.0,Petrol,Individual,Automatic,Second Owner,12.9,1799,130.0,172.0,5,4300.0,556192.4849592587
Maruti,2016.0,20000.0,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,4200.0,548465.608580396
Tata,2012.0,120000.0,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,135.0,5,2500.0,146942.395391074
Renault,2013.0,44500.0,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,200.0,5,1900.0,433252.9415829028
Maruti,2017.0,32000.0,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,200.0,5,1750.0,822441.8755196522
Renault,2015.0,110000.0,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200.0,5,2000.0,533062.4142404085
Tata,2017.0,20000.0,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,3000.0,1020624.1757549195
Ford,2018.0,17000.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,3250.0,736368.9062333152
Mahindra,2016.0,49600.0,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,190.0,6,2250.0,476246.3116609459
Hyundai,2016.0,13500.0,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,4000.0,518933.8270403086
Audi,2016.0,46000.0,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,400.0,5,3000.0,2275455.9343137736
Ford,2011.0,90000.0,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5,2000.0,229487.22111188457
Mahindra,2014.0,139000.0,Diesel,Individual,Automatic,First Owner,11.79,2179,120.0,290.0,8,2800.0,857026.8220581705
Ford,2017.0,77524.0,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,204.0,5,2750.0,706558.8337006397
Maruti,2013.0,37500.0,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200.0,7,1750.0,549902.3794093893
Hyundai,2015.0,40000.0,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,114.0,5,4000.0,534856.1837805357
Renault,2013.0,120000.0,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200.0,5,2000.0,453125.06892137136
Mahindra,2018.0,22000.0,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,160.0,5,2000.0,562873.4693240552
Chevrolet,2010.0,70000.0,Petrol,Individual,Manual,Third Owner,14.7,1150,76.0,11.2,5,4400.0,2899.4208777174354
Maruti,2016.0,60000.0,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,115.0,5,4000.0,487654.97162446764
Tata,2014.0,78000.0,Diesel,Dealer,Manual,Second Owner,15.05,2179,147.9,320.0,7,3000.0,886858.153742681
Maruti,2012.0,31000.0,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,3500.0,317459.23082590546
Hyundai,2015.0,72000.0,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,589660.1853162332
Maruti,2017.0,90000.0,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5,3000.0,549255.7436376286
Tata,2017.0,68000.0,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5,3500.0,399334.07086094515
Tata,2011.0,172000.0,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,85.0,5,2500.0,-52238.6164353888
Toyota,2017.0,36000.0,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,343.0,8,2800.0,1501648.5962704807
Hyundai,2015.0,91000.0,Diesel,Individual,Manual,Third Owner,24.4,1120,71.0,180.4,5,2500.0,409151.5586163639
Maruti,2017.0,65000.0,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,3500.0,427907.89627778623
Hyundai,2013.0,20000.0,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,204547.7979697592
Toyota,2011.0,28100.0,Petrol,Individual,Manual,First Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,675403.4772413569
Toyota,2017.0,7000.0,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,173.0,5,4000.0,1338344.870897018
Nissan,2013.0,212000.0,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200.0,5,2000.0,400252.28831182106
Maruti,2010.0,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,62.0,5,3000.0,56558.80205277726
Maruti,1999.0,65000.0,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298,85.0,110.0,5,4500.0,-140535.28651134064
Hyundai,2016.0,80000.0,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5,4000.0,425724.4448121318
Maruti,2012.0,50000.0,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,3500.0,307802.30303991074
BMW,2019.0,7500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,2500.0,3032375.917795351
Honda,2018.0,30000.0,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5,1750.0,795380.2765241985
Ford,2016.0,80000.0,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,470.0,7,2500.0,1593133.8599450984
Tata,2015.0,60000.0,Petrol,Individual,Manual,First Owner,25.4,624,37.48,51.0,4,500.0,193440.6860117705
Mahindra,2018.0,60000.0,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6,3600.0,557415.7613179483
Mercedes-Benz,2017.0,37000.0,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,620.0,5,2400.0,3066416.593539008
Tata,2018.0,35000.0,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114.0,5,3500.0,511863.0210822541
Hyundai,2016.0,30000.0,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160.0,5,2750.0,489345.6643019719
Hyundai,2018.0,44000.0,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,259.9,5,2750.0,1066569.9334640552
Hyundai,2011.0,105000.0,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,22.4,5,2750.0,248086.63239404955
Toyota,2016.0,42163.0,Diesel,Dealer,Automatic,Second Owner,11.36,2755,171.5,360.0,7,3400.0,1640895.9966508034
Maruti,2007.0,73257.0,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,-47007.97550154547
Maruti,2009.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,62.0,5,3000.0,24439.889696836006
Honda,2017.0,50000.0,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,200.0,5,1750.0,747816.7858766301
Honda,2017.0,40000.0,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,110.0,5,4800.0,615802.7700513427
Maruti,2016.0,65000.0,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5,3500.0,254087.28921783133
Maruti,2016.0,120000.0,Diesel,Individual,Manual,Third Owner,26.59,1248,74.0,190.0,5,2000.0,530678.4401380842
Hyundai,2016.0,53000.0,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,704097.653427297
Honda,2016.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,4800.0,483609.4823572405
Tata,2010.0,48000.0,Petrol,Individual,Manual,First Owner,15.8,1172,65.0,96.0,5,3000.0,109728.90052475105
Hyundai,2013.0,120000.0,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,4000.0,355691.3042835288
Maruti,2013.0,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,3500.0,357741.7713437028
Maruti,2008.0,80000.0,LPG,Individual,Manual,Second Owner,17.3,1061,57.5,7.8,5,4500.0,24197.98448638385
Honda,2016.0,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,4800.0,483609.4823572405
Tata,2011.0,80000.0,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,320.0,7,2700.0,682311.6333918357
Datsun,2018.0,20000.0,Petrol,Individual,Automatic,First Owner,23.0,999,67.0,91.0,5,4250.0,485124.4688137248
Maruti,2013.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796,47.3,69.0,5,3500.0,165380.49791346258
Maruti,2017.0,40000.0,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,8,2500.0,336446.1551259323
Hyundai,2014.0,121000.0,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,114.0,5,4000.0,455143.7191735059
Opel,1998.0,110000.0,Petrol,Individual,Manual,Third Owner,13.1,1598,77.0,121.0,5,2800.0,175192.35591813247
Maruti,2014.0,100000.0,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,3500.0,356487.90378652513
Renault,2013.0,100600.0,Diesel,Individual,Manual,Third Owner,20.46,1461,83.8,200.0,5,1900.0,420838.94326050626
Tata,2011.0,90000.0,Diesel,Individual,Manual,Second Owner,13.55,2179,118.35,250.0,7,3000.0,490754.03601881117
Hyundai,2013.0,70000.0,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,219.6,5,2750.0,457609.7144782876
Maruti,2011.0,100000.0,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,101.0,7,3000.0,265608.3328266777
Maruti,2017.0,30000.0,Petrol,Individual,Automatic,Second Owner,23.1,998,67.04,90.0,5,3500.0,549799.1882244882
Chevrolet,2013.0,68000.0,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,205.0,5,1750.0,380446.4882439212
Toyota,2010.0,83585.0,Diesel,Dealer,Manual,First Owner,21.43,1364,87.2,205.0,5,2800.0,719243.7608124623
Maruti,2015.0,87847.0,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,190.0,5,2000.0,619015.961281752
Hyundai,2017.0,30000.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,547088.7369432619
Mahindra,2019.0,22000.0,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,200.0,5,3500.0,828275.9466700561
Ford,2011.0,93500.0,Diesel,Individual,Manual,Second Owner,18.6,1388,67.0,160.0,5,2000.0,221147.30955347582
Maruti,2018.0,47000.0,Petrol,Dealer,Manual,Second Owner,16.02,1373,93.7,130.0,7,4000.0,719415.2910471328
Jeep,2017.0,50000.0,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350.0,5,2500.0,1730065.781577948
Hyundai,2018.0,25000.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,587057.4096027805
Maruti,2012.0,58400.0,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,2000.0,394966.1114487647
Mahindra,2017.0,70000.0,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,714861.2813116598
Hyundai,2017.0,80000.0,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,660177.8182709774
Maruti,2019.0,15000.0,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200.0,5,1750.0,839013.3975079423
Hyundai,2010.0,56000.0,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,96.1,5,3000.0,149102.91937984782
Maruti,2007.0,63000.0,Petrol,Individual,Automatic,Third Owner,18.9,1061,67.0,84.0,5,3500.0,175229.0315720751
Maruti,2011.0,65000.0,Petrol,Individual,Automatic,Third Owner,12.6,1586,103.3,145.0,5,4100.0,568658.6060398677
Mahindra,2016.0,50000.0,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,2800.0,687975.5424914368
Chevrolet,2010.0,60000.0,Petrol,Individual,Manual,First Owner,15.26,1150,74.9,110.0,5,4400.0,105347.41049537179
Mitsubishi,2015.0,160000.0,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,400.0,7,2500.0,1476685.880096354
Tata,2018.0,25000.0,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,3500.0,517597.58117184346
Honda,2018.0,5500.0,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,145.0,5,4600.0,780495.3705411458
Honda,2015.0,39000.0,Petrol,Dealer,Manual,First Owner,17.4,1497,117.3,145.0,5,4600.0,716359.1964875419
Ford,2009.0,140000.0,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,160.0,5,2000.0,127739.04700760148
Hyundai,2001.0,70000.0,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,-56077.771349389106
Nissan,2017.0,26000.0,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,104.0,5,4000.0,565965.5723009855
Mahindra,2008.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,290.0,8,2800.0,528405.7481388994
Toyota,2007.0,260000.0,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4,7,3400.0,417112.5285093478
Maruti,2012.0,60000.0,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,150.0,5,3000.0,421107.8903746527
Toyota,2012.0,125000.0,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,205.0,5,2800.0,646723.6136804138
Volkswagen,2011.0,140000.0,Petrol,Individual,Automatic,Second Owner,14.4,1598,103.6,153.0,5,3800.0,399547.9346940839
Volvo,2018.0,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,2750.0,3215280.0523220133
Hyundai,2015.0,35000.0,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,469767.9783920839
Hyundai,2008.0,95200.0,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,12.5,5,3500.0,181554.48319116607
Mahindra,2017.0,80000.0,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7,2200.0,541034.7548772186
Volvo,2018.0,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,2750.0,3215280.0523220133
Chevrolet,2011.0,119000.0,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,305.0,5,2000.0,579668.9931224545
Hyundai,2016.0,110000.0,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,269505.49382327334
Hyundai,2014.0,25000.0,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,239283.29709355952
Skoda,2016.0,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,3800.0,813991.0026491055
Nissan,2015.0,61000.0,Diesel,Dealer,Manual,Second Owner,22.71,1461,84.8,200.0,5,2000.0,562862.5038134942
Maruti,2012.0,70000.0,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,190.0,5,2000.0,389673.4901690425
Mahindra,2014.0,25000.0,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280.0,9,2800.0,809779.1642773423
Maruti,2015.0,50000.0,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,3500.0,361053.48479804466
Maruti,2003.0,36088.0,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,2500.0,-176965.136353272
Hyundai,2013.0,110000.0,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,219.6,5,2750.0,436587.7905249798
Maruti,2018.0,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,2000.0,756587.4178364219
Volvo,2018.0,2000.0,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,2750.0,3215280.0523220133
Ford,2015.0,135000.0,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,3250.0,560442.8885805272
Ford,2017.0,113000.0,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215.0,5,3000.0,667743.0913116497
BMW,2019.0,8500.0,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,2500.0,3031852.600441779
Hyundai,2012.0,120000.0,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,4000.0,318339.21839186945
Maruti,2013.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,22.9,1248,74.0,190.0,5,2000.0,421888.3251060415
Chevrolet,2012.0,70000.0,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,150.0,5,1750.0,121787.27675883449
Hyundai,2013.0,40000.0,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,194081.45089832274
Tata,2015.0,60000.0,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320.0,7,2700.0,883590.6559768727
Honda,2019.0,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5,4800.0,725209.9490840482
Tata,2014.0,90000.0,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,140.0,5,3000.0,263758.81326873065
Mitsubishi,2008.0,120000.0,Diesel,Individual,Manual,Third Owner,14.8,1998,68.0,12.5,5,3000.0,332973.3008672951
Datsun,2018.0,7000.0,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91.0,5,4250.0,388648.42619372206
Hyundai,2016.0,120000.0,Petrol,Individual,Manual,Second Owner,17.19,1197,81.86,114.73,5,4000.0,404217.5068971205
Toyota,2016.0,120000.0,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,360.0,7,3400.0,1591428.9695149437
Tata,2007.0,38000.0,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,102.0,5,2600.0,-29518.871510520345
Mahindra,2003.0,120000.0,Diesel,Individual,Manual,Third Owner,12.7,2609,116.6,28.3,8,2200.0,183788.2214686214
Mahindra,2013.0,18000.0,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,2800.0,915994.8270711176
Hyundai,2018.0,13887.0,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5,4850.0,820918.767086173
Renault,2017.0,28000.0,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,276208.78312740684
Maruti,2016.0,40000.0,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,5,2500.0,292933.48479871126
Hyundai,2014.0,20000.0,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,4000.0,241899.88386141858
Maruti,2018.0,30000.0,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5,3500.0,405793.9504465003
Maruti,2018.0,30000.0,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,4000.0,636319.8562667125
Chevrolet,2014.0,38000.0,Diesel,Individual,Manual,First Owner,22.1,1248,74.0,190.0,5,1750.0,407756.9604436464
Tata,2004.0,60000.0,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,13.5,5,2500.0,-185666.12962275487
Hyundai,2013.0,40000.0,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,4000.0,135672.6726826725
Volkswagen,2016.0,35000.0,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,110.0,5,3750.0,379575.82290998485
Tata,2010.0,90000.0,Diesel,Individual,Manual,First Owner,14.0,1948,90.0,190.0,9,3000.0,304464.5053499758
Maruti,2006.0,40000.0,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,2500.0,-108420.76916813431
Hyundai,2015.0,60000.0,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,2750.0,595939.9935590951
Maruti,2018.0,59000.0,Diesel,Individual,Manual,First Owner,24.2,1498,93.87,225.0,7,2500.0,807606.6376483596
Renault,2016.0,60000.0,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,4386.0,222110.54192144913
Maruti,2018.0,15000.0,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,4200.0,625901.0911735615
Chevrolet,2016.0,110000.0,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,172.5,7,1750.0,377503.4832649622
Maruti,2010.0,55000.0,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90.0,5,3500.0,230209.6060188366
Nissan,2015.0,80000.0,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,104.0,5,4000.0,309306.51665063645
Hyundai,2010.0,120000.0,Diesel,Individual,Manual,Second Owner,11.8,1991,150.0,32.1,5,2000.0,618381.6456593086
Toyota,2017.0,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5,3000.0,960227.3836008329
Mahindra,2018.0,50000.0,Diesel,Individual,Manual,First Owner,23.5,909,45.0,98.0,8,3000.0,321091.00291817286
Hyundai,2016.0,80000.0,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9,5,2750.0,870793.8485755747
Toyota,2016.0,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,4500.0,1432262.8814679543
Toyota,2006.0,140000.0,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8,3400.0,427667.9479785117
Hyundai,2013.0,68697.0,Petrol,Individual,Manual,Third Owner,21.1,814,55.2,74.5,5,4000.0,137599.13980020466
Hyundai,2011.0,116500.0,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4,5,2750.0,300633.0591253354
Maruti,2012.0,40000.0,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114.0,5,4000.0,421157.4333729936
Mitsubishi,2015.0,160000.0,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,400.0,7,2500.0,1476685.880096354
Toyota,2016.0,68089.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,4500.0,1432262.8814679543
Maruti,2017.0,51000.0,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,113.0,5,4200.0,739826.5868388572
Ford,2010.0,170000.0,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,16.3,5,2000.0,59968.69422418205
Tata,2011.0,25000.0,Petrol,Individual,Manual,Second Owner,26.0,624,35.0,48.0,4,3000.0,-132595.22851246013
Hyundai,2018.0,28451.0,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7,5,4000.0,652393.793917144
Maruti,2017.0,60000.0,CNG,Individual,Manual,First Owner,21.94,1196,61.7,85.0,5,3000.0,444863.3160145809
Toyota,2014.0,60000.0,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,7,3600.0,861241.7062578923
Maruti,2018.0,64000.0,Petrol,Dealer,Manual,First Owner,20.65,1462,103.25,138.0,5,4400.0,810443.2734120039
